,Unnamed: 0,user_id,usr_prj,prj_led,admin_roles,usr_expertise,tasks,usr_department,isEmployee,type,rsc_prj,rsc_department,rsc_expertise,proprietary,task,activity,action
712,712,62391027-b124-4f36-bb55-0a8c80dc6f16,proj51,,manager,,proj72task1a,dept3,False,budget,proj73,dept8,2.0,False,proj61task2a,read,False
713,713,578c4436-40bf-4bbd-bebb-7787dcbf9161,proj31,,manager,1.0,proj62task1propa,dept5,False,task,proj32,dept5,2.0,True,proj71task1propa,approve,False
714,714,388b58d4-4ae7-447f-849d-70bdfa894b7e,proj61,proj61,manager,,proj41task2propa,dept3,False,budget,proj74,dept7,2.0,False,proj41task2a,request,False
715,715,f7dcdbd7-b0b1-46cf-be24-6211e8072f79,proj51,proj51,manager,,proj51task1a,dept4,False,task,proj74,dept7,1.0,True,proj52task2a,setStatus,False
716,716,e522561b-8cfa-43e8-8681-7d5115955e48,proj61,,manager,,proj73task2a,dept3,True,task,proj41,dept6,1.0,False,proj71task2propa,write,False
717,717,52a206d6-6c30-4987-a827-f7b15f2a2026,proj74,,manager,,proj73task1a,dept7,False,budget,proj74,dept3,1.0,True,proj32task1propa,setCost,False
718,718,c10b2d5d-b61e-4e13-acc8-1d684e5be0b1,proj73,proj73,manager,,proj73task2propa,dept8,False,budget,proj61,dept4,1.0,True,proj51task2a,approve,False
719,719,41d23c43-9b50-4eaa-8dd0-981af85dc0db,proj74,,manager,2.0,proj42task1propa,dept3,True,schedule,proj51,dept6,1.0,True,proj72task2a,setSchedule,False
720,720,2e18794b-50d3-4449-85e7-2a9ef0f735e1,proj41,proj41,manager,1.0,proj52task1a,dept6,False,task,proj32,dept6,,True,proj51task1a,approve,False
721,721,e73ff01a-52aa-4ff2-8217-34e1f33b9a3b,proj72,proj72,manager,1.0,proj31task2propa,dept3,False,budget,proj51,dept8,1.0,False,proj61task1propa,setStatus,False
722,722,24aa7cd3-c4a9-4435-af88-e26157b9ca9a,proj74,,manager,,proj52task2a,dept7,False,budget,proj72,dept5,1.0,True,proj72task1propa,write,False
723,723,c1467b2c-152c-45c1-aa12-be85c31ef989,proj73,proj73,manager,1.0,proj51task1propa,dept7,True,budget,proj74,dept4,2.0,True,proj71task1propa,setStatus,False
724,724,716c317f-23e9-4a68-9dc4-dbd4c210f0b8,proj52,proj52,manager,2.0,proj61task1propa,dept3,True,budget,proj32,dept4,,False,proj61task2a,write,False
725,725,2f738937-2d7b-4f25-b516-ff03a9fc2daf,proj52,proj52,manager,,proj51task2propa,dept8,False,schedule,proj73,dept8,,False,proj73task2a,setStatus,False
726,726,8e728c33-f35a-43e0-9d61-a2b7e6366152,proj32,proj32,manager,2.0,proj51task1a,,True,task,proj41,dept5,2.0,False,proj52task1propa,read,False
727,727,240b4936-98e1-480a-9147-3357da4fbb5e,proj51,,manager,1.0,proj71task2a,,True,schedule,proj32,dept5,2.0,False,proj72task2a,setSchedule,False
728,728,0f674101-c4fb-48dd-8bc6-1d11483116e7,proj72,proj72,manager,,proj71task1a,,True,task,proj62,dept7,,True,proj61task2propa,approve,False
729,729,7cf8ce4d-b4b2-4274-966e-461f3faf0b0f,proj74,proj74,manager,,proj71task1propa,dept4,True,budget,proj61,dept7,1.0,False,proj41task1a,setCost,False
730,730,9a87d6f7-be92-496a-bf92-551a93bba607,proj74,proj74,manager,,proj71task2propa,dept5,False,task,proj74,dept5,2.0,True,proj72task1a,request,False
731,731,1492e06b-0fc3-44b9-8ced-7b2f6e77d0c8,proj42,,manager,,proj31task1propa,dept7,True,budget,proj32,dept4,,False,proj71task1propa,write,False
732,732,d0f0a417-ec15-444b-9de5-b185658b6729,proj62,proj62,manager,,proj51task2a,,True,task,proj61,dept7,,True,proj71task1propa,approve,False
733,733,e408e9f5-499b-4598-b880-549092f786cb,proj74,,manager,,proj61task1propa,dept6,False,budget,proj32,dept5,,False,proj41task2propa,setSchedule,False
734,734,525a048f-c251-4913-bd4d-a3fdc15b6acf,proj61,proj61,manager,2.0,proj22task2propa,,False,schedule,proj52,dept7,,False,proj32task1propa,setCost,False
735,735,0a24cfd2-5b2b-4e99-bf2f-97731ae63f7c,proj41,,manager,1.0,proj32task1propa,dept4,False,budget,proj74,dept8,,False,proj62task2a,request,False
736,736,c61f759f-a02d-4374-904f-67d678089d15,proj72,proj72,manager,,proj71task1propa,dept3,False,budget,proj31,dept5,,False,proj41task2propa,setCost,False
737,737,dd8d67c6-710e-4d49-90cf-9bc048ee431c,proj41,,manager,2.0,proj32task2a,dept3,True,task,proj62,dept7,,False,proj62task2a,write,False
738,738,b222f608-2dd7-4424-96bd-285cb67efd7b,proj32,,manager,2.0,proj32task1a,dept8,False,budget,proj61,dept4,,False,proj73task1propa,read,False
739,739,a0003222-a5ce-4ed1-b13e-3a27e7078662,proj51,proj51,manager,,proj52task2propa,dept8,True,budget,proj52,dept5,,False,proj62task1a,setStatus,False
740,740,559dafc3-21f9-4d3f-9030-45c0b16db883,proj61,proj61,manager,,proj42task2a,dept8,True,task,proj32,dept8,2.0,False,proj22task2propa,setSchedule,False
741,741,05dc4a0c-f437-4766-afdb-9270877669b1,proj52,,manager,,proj42task1a,dept8,True,task,proj62,dept5,1.0,False,proj71task2propa,request,False
742,742,838749e8-acd1-45e9-8af7-f5487e78118e,proj32,proj32,manager,,proj71task2propa,dept4,True,schedule,proj73,dept6,2.0,True,proj42task2propa,setSchedule,False
743,743,f3bb47e6-553d-424c-ad6e-b465308cd312,proj41,proj41,manager,,proj72task2a,dept5,False,budget,proj73,dept8,,False,proj51task1propa,write,False
744,744,ef5fca13-6bb2-4e0f-90e9-6bf0f700ce27,proj74,,manager,,proj22task2propa,,False,schedule,proj31,dept5,1.0,True,proj32task2propa,write,False
745,745,f51d576a-1760-4297-b0ac-a9dd519d5519,proj74,proj74,manager,,proj41task2propa,dept4,False,budget,proj72,dept5,,True,proj41task1a,setCost,False
746,746,f5a6e23a-6acb-45b1-93c9-639ef0b7fefd,proj72,proj72,manager,2.0,proj62task2propa,,True,schedule,proj42,dept3,1.0,True,proj41task1propa,setCost,False
747,747,417bf915-e3bd-46e6-b4f1-ceac3625dabd,proj31,proj31,manager,1.0,proj61task1propa,,False,schedule,proj41,dept4,,False,proj71task1a,read,False
748,748,22d918b8-5e31-486a-85d1-89be23ec54df,proj52,proj52,manager,1.0,proj73task2a,dept4,True,task,proj32,dept5,,False,proj31task1propa,read,False
749,749,f1edc431-dbac-4cf4-8310-ae7a0cf4ea85,proj61,,manager,1.0,proj73task1propa,,False,task,proj73,dept5,1.0,True,proj72task1propa,write,False
750,750,780166cb-8174-4a50-82b4-24db41316983,proj32,proj32,manager,2.0,proj73task1propa,,True,schedule,proj51,dept3,,True,proj71task2propa,read,False
751,751,709f7311-c9a2-455d-88aa-289c592fc2f1,proj62,,manager,1.0,proj51task2propa,dept8,False,budget,proj52,dept3,,False,proj51task1propa,read,False
752,752,2559c307-9ade-4fce-be38-d61e9e6827a4,proj32,,manager,,proj32task1a,dept3,True,budget,proj41,dept5,1.0,False,proj41task2propa,write,False
753,753,47049f5a-7413-4e5c-8df3-755121c8164b,proj42,,manager,,proj42task2propa,dept4,False,task,proj74,dept5,,False,proj41task1a,setSchedule,False
754,754,27ff2396-bf45-4601-90cb-5eeddbdc9baf,proj51,,manager,2.0,proj62task2propa,dept5,False,task,proj72,dept5,1.0,True,proj42task1a,setSchedule,False
755,755,9f040919-3179-481b-be94-eb84d0c195ff,proj61,proj61,manager,,proj51task2a,,False,budget,proj41,dept5,,False,proj62task2propa,request,False
756,756,eff29752-2650-45eb-b262-382e2cbc1ae9,proj31,proj31,manager,1.0,proj72task1a,dept3,False,schedule,proj32,dept7,2.0,False,proj32task1propa,request,False
757,757,1a79407f-90a7-48c6-a349-f6cdd24e0941,proj72,,manager,,proj41task2propa,dept5,False,budget,proj41,dept3,,False,proj42task1propa,write,False
758,758,19519f0a-67d7-402e-83d9-47a253870dd2,proj52,,manager,2.0,proj51task2a,dept6,True,task,proj32,dept4,1.0,False,proj61task2propa,setStatus,False
759,759,b16147dc-7a18-4f19-a34a-197e3e64ded7,proj32,,manager,1.0,proj72task1a,,False,schedule,proj72,dept3,,True,proj71task2a,approve,False
760,760,8445c479-ea67-4311-a429-876e194aaccc,proj73,,manager,1.0,proj72task1a,dept4,True,task,proj72,dept8,,True,proj72task2propa,setCost,False
761,761,b3ac5c57-88a6-477e-ad90-ef2cb9c89917,proj71,proj71,manager,2.0,proj31task1a,dept3,False,schedule,proj74,dept7,,False,proj61task2a,setStatus,False
762,762,07599f8d-7fec-4842-b1c1-433a5ccadd4c,proj61,,manager,,proj42task2a,dept3,False,task,proj31,dept8,1.0,True,proj31task1a,setSchedule,False
763,763,cfbb7f98-3cf7-45c0-8308-7d05fb885407,proj52,proj52,manager,1.0,proj72task2a,,True,budget,proj71,dept5,,False,proj51task2a,read,False
764,764,0f00675a-eef8-47a1-a29b-f217351a87d3,proj72,proj72,manager,,proj32task2propa,dept4,True,task,proj32,dept4,2.0,False,proj73task2propa,setCost,False
765,765,a19fdc55-37bb-42ac-b87e-b2ac0baa9d27,proj73,proj73,manager,1.0,proj73task1propa,,True,schedule,proj73,dept7,2.0,False,proj52task1propa,request,False
766,766,74e5d8b0-8a44-41c5-91dd-75bcab66bc49,proj62,,manager,,proj72task2a,dept5,False,task,proj42,dept5,,True,proj61task1a,setCost,False
767,767,a2914460-2dfb-4a91-957a-3053942c71f3,proj74,,manager,2.0,proj42task1propa,,True,budget,proj41,dept4,,True,proj73task2a,setStatus,False
768,768,5c3d77e5-2e6d-44f3-a1e3-42d338a1b380,proj52,proj52,manager,1.0,proj51task2a,dept3,False,task,proj71,dept4,2.0,True,proj51task2a,setCost,False
769,769,489dcb4b-7a0e-4c34-92d1-3de20d994430,proj52,,manager,,proj61task2propa,dept8,False,budget,proj41,dept5,,True,proj73task2propa,setSchedule,False
770,770,63679f84-bac8-4d3e-ad3a-3931d4f0b80c,proj61,,manager,2.0,proj51task1propa,dept6,True,schedule,proj51,dept6,2.0,True,proj61task1a,request,False
771,771,07ff65f8-80db-496d-9c47-882f7b6d84a9,proj72,,manager,2.0,proj62task2propa,dept4,True,schedule,proj62,dept7,,True,proj73task1a,write,False
772,772,b89f2113-3a01-4f27-9af1-0df554b10dac,proj73,proj73,manager,,proj52task1propa,,False,task,proj32,dept7,2.0,True,proj73task2a,setStatus,False
773,773,83c6ec42-cd75-4d1b-abdc-280c5566928b,proj31,proj31,manager,2.0,proj32task1a,dept8,False,schedule,proj73,dept3,,True,proj51task1propa,write,False
774,774,b4f336f3-cab2-478f-9f24-f49ad5232cbe,proj72,,manager,1.0,proj52task2propa,,False,budget,proj61,dept6,,False,proj32task2propa,read,False
775,775,6a4960f4-81fa-466c-993c-68a5247c5f58,proj42,,manager,2.0,proj42task2propa,,False,schedule,proj51,dept5,,True,proj73task1a,setStatus,False
776,776,89e9b651-bbdb-41a0-b5d6-84f47366330e,proj71,proj71,manager,,proj42task2a,,True,schedule,proj51,dept3,,False,proj73task1a,setSchedule,False
777,777,07ef23ae-79dc-4367-afd9-1a83ca7ead0e,proj61,,manager,2.0,proj73task1propa,dept4,False,task,proj51,dept3,1.0,True,proj73task2propa,request,False
778,778,5816a150-1e88-4bb4-84b7-12c1972fa46b,proj31,,manager,1.0,proj61task1propa,dept5,True,task,proj52,dept6,,False,proj52task2propa,request,False
779,779,46f43168-79f0-4f10-a051-4557c374edb1,proj71,proj71,manager,,proj42task2propa,,True,schedule,proj71,dept3,,False,proj31task1a,setStatus,False
780,780,9880a0c1-6ebf-4dce-8195-cd233e91e739,proj62,,manager,2.0,proj41task1propa,,False,schedule,proj73,dept7,,True,proj51task2propa,read,False
781,781,cda37836-e407-437f-88f9-f9c6624f8d50,proj52,,manager,,proj41task2a,,True,schedule,proj72,dept5,,True,proj31task1a,request,False
782,782,9fa42c96-dabd-46bf-bc7c-2e0a2bc3915c,proj32,,manager,1.0,proj72task1a,,False,task,proj61,dept4,,False,proj61task2a,setSchedule,False
783,783,c5d012ee-6f05-4282-a4ff-e609038f4a7e,proj31,proj31,manager,2.0,proj71task2propa,,False,budget,proj41,dept3,,True,proj22task2propa,setStatus,False
784,784,6cd5c4a5-fd51-4775-b80d-e2341f323b10,proj62,,manager,1.0,proj41task1propa,,True,schedule,proj74,dept6,2.0,False,proj41task1propa,write,False
785,785,d62f0441-1c99-45bb-9784-13fc135687fb,proj42,proj42,manager,2.0,proj61task1a,,False,task,proj32,dept6,,False,proj31task1a,setCost,False
786,786,81d880f2-4124-488f-8aa4-2f07bb2094e0,proj32,proj32,manager,2.0,proj72task1propa,dept7,False,task,proj71,dept4,1.0,False,proj31task1a,read,False
787,787,f20b955c-4c35-4122-b7e5-831d14408cd3,proj52,proj52,manager,2.0,proj42task2a,,False,task,proj74,dept4,1.0,True,proj72task2propa,setSchedule,False
788,788,f7a33d57-6407-4eb1-901f-5e4c6c97f74d,proj72,,manager,2.0,proj41task1a,dept7,False,schedule,proj32,dept8,2.0,True,proj42task1a,approve,False
789,789,8f3b558b-ae8c-4148-9065-98e7935a28c0,proj51,proj51,manager,,proj51task1a,dept4,False,schedule,proj73,dept8,,False,proj73task2propa,approve,False
790,790,705b2f04-41c4-48bb-913c-e5d878cee424,proj31,,manager,,proj73task1propa,,False,task,proj51,dept3,1.0,False,proj72task1propa,setSchedule,False
791,791,8b685508-5eb7-40b2-ba4d-ed06a7c612d6,proj52,proj52,manager,2.0,proj72task1a,,True,budget,proj52,dept3,,False,proj42task1a,approve,False
792,792,dc8a6070-e4df-431d-8884-29c3e20de801,proj61,proj61,manager,2.0,proj62task2propa,,True,budget,proj51,dept3,,True,proj73task1propa,read,False
793,793,0adcdd6c-2720-4044-b4a9-ee148d5a488c,proj62,,manager,,proj62task1a,,False,task,proj51,dept3,,False,proj61task1propa,approve,False
794,794,06516a27-552b-4f1a-a0d9-5f7805a07722,proj71,,manager,2.0,proj51task2a,dept3,True,task,proj72,dept7,,False,proj31task2propa,request,False
795,795,ddc18d21-2c89-43c5-9dab-bcc93d208c90,proj31,,manager,2.0,proj51task1a,,True,schedule,proj71,dept7,2.0,True,proj73task1propa,setStatus,False
796,796,9555d59b-f66b-4737-b54a-d973e708ce19,proj31,proj31,manager,,proj71task2propa,,False,budget,proj42,dept8,,False,proj71task2propa,read,False
797,797,25e8402d-ee9d-41b5-b467-583125595a95,proj74,proj74,manager,1.0,proj61task2a,dept4,True,budget,proj42,dept5,,True,proj71task2a,write,False
798,798,e716d39c-258e-4660-b1f4-b336a53fed04,proj62,,manager,,proj42task1a,dept8,False,budget,proj61,dept4,1.0,True,proj61task1propa,approve,False
799,799,1bcd0cd6-3e11-4b6d-924d-5cb6bfdcd676,proj31,proj31,manager,1.0,proj41task1a,dept8,False,task,proj52,dept5,2.0,False,proj73task1a,approve,False
800,800,ff99fa2f-e254-4d4c-a610-7b5951043b96,proj74,proj74,manager,,proj52task1a,dept3,False,budget,proj72,dept7,,False,proj41task2a,approve,False
801,801,6a607be2-dda4-462f-a32c-8d7f005af13f,proj72,proj72,manager,,proj31task2a,dept6,False,task,proj42,dept6,1.0,True,proj41task1a,setCost,False
802,802,07cf8353-9721-4b47-9a76-9dcba06dbbc6,proj61,,manager,,proj41task2propa,dept4,False,budget,proj73,dept5,,False,proj62task1a,setCost,False
803,803,bfac4018-6c23-4e98-a546-ccb782cdcf2b,proj73,,manager,1.0,proj22task2propa,dept6,False,schedule,proj73,dept3,2.0,True,proj61task1propa,approve,False
804,804,6c6cf791-d63b-46d0-980c-d613c4ff1862,proj73,proj73,manager,,proj61task1propa,dept7,False,budget,proj61,dept5,2.0,False,proj52task1propa,write,False
805,805,ef3cd46d-0fbc-4955-b8af-629ce2072908,proj61,,manager,2.0,proj71task2a,dept3,False,budget,proj42,dept7,2.0,True,proj42task2a,setSchedule,False
806,806,588b57be-5993-4fea-b3ed-07fa9dddc3bb,proj41,,manager,2.0,proj62task2a,dept5,True,task,proj71,dept7,,False,proj71task1propa,read,False
807,807,c89348e3-8097-46ca-993a-d6df602b564d,proj71,proj71,manager,1.0,proj73task2a,dept4,False,schedule,proj52,dept8,1.0,False,proj31task1a,approve,False
808,808,11263cab-1776-466e-87d7-714457d3c719,proj74,,manager,2.0,proj73task1propa,,True,task,proj52,dept8,1.0,False,proj72task2propa,write,False
809,809,7d3a7e83-c2cb-4c75-8683-51795d652cef,proj52,proj52,manager,2.0,proj73task1a,,False,schedule,proj74,dept6,2.0,True,proj32task1a,request,False
810,810,fd532c96-ebaf-4c6f-8335-b971c63ffcc3,proj72,proj72,manager,,proj72task1a,dept6,True,schedule,proj51,dept8,,True,proj71task2propa,approve,False
811,811,68412571-4eb6-4ec1-abbe-dd84052b805c,proj31,proj31,manager,2.0,proj71task2propa,,True,budget,proj71,dept3,2.0,True,proj73task2propa,setSchedule,False
812,812,f8591d1e-7bee-4094-bee1-7f4c36089e08,proj72,proj72,manager,,proj41task2propa,dept3,True,budget,proj51,dept4,,True,proj72task2propa,setSchedule,False
813,813,037578e7-7096-48ef-88bc-5498b2fa33f8,proj31,proj31,manager,,proj51task1propa,dept5,True,task,proj61,dept7,1.0,True,proj73task1propa,setCost,False
814,814,f4d251bc-44a7-4dd7-93fa-f062d0a7a29d,proj71,,manager,2.0,proj41task2a,,False,budget,proj51,dept4,,False,proj62task1propa,setCost,False
815,815,6b3de10f-7d86-47f6-8623-864388647763,proj74,proj74,manager,,proj71task1a,,False,budget,proj73,dept6,2.0,False,proj31task1propa,write,False
816,816,59053792-050f-4923-b116-a5adfb49cd91,proj31,,manager,,proj51task2a,,False,budget,proj62,dept8,,False,proj73task1propa,write,False
817,817,0bdde229-95e1-4d67-a987-842fd011fe81,proj42,,manager,,proj73task2propa,,False,budget,proj51,dept3,1.0,True,proj31task1a,setSchedule,False
818,818,cb3ea5fb-a74a-4839-9665-c62ab617d203,proj72,proj72,manager,,proj51task2propa,,False,budget,proj52,dept8,,False,proj42task2propa,approve,False
819,819,c14ec713-91cc-4a3d-935c-182305e18ed1,proj42,,manager,,proj61task1propa,,True,schedule,proj32,dept5,2.0,True,proj42task2a,setStatus,False
820,820,ff704eca-d509-41ae-8ce1-343f9bc0ff91,proj72,proj72,manager,,proj51task2a,,False,schedule,proj72,dept8,1.0,False,proj71task2propa,setSchedule,False
821,821,1c5170fe-a8f3-4e7b-8b7e-2b7b8243d4de,proj72,proj72,manager,2.0,proj42task2a,,False,task,proj52,dept4,1.0,True,proj41task1a,setSchedule,False
822,822,d0f050a1-4515-4262-a0ab-51a2d51d83b0,proj72,,manager,2.0,proj72task2a,,False,schedule,proj51,dept3,,False,proj41task1a,request,False
823,823,d3d85444-7a1a-4a72-af1f-169b4d201229,proj73,proj73,manager,1.0,proj32task1a,,True,budget,proj71,dept5,2.0,False,proj51task1propa,write,False
824,824,a8405504-8982-489b-9cde-6d85574df7e5,proj52,proj52,manager,,proj51task1a,,True,budget,proj73,dept4,2.0,True,proj52task1propa,request,False
825,825,6b2f6890-07a5-42e5-9463-3f077be16371,proj71,proj71,manager,2.0,proj61task2propa,,True,task,proj52,dept3,,False,proj41task2a,approve,False
826,826,e78a056b-e7d0-4726-86dd-0d2efc26d251,proj73,proj73,manager,,proj61task2a,dept4,True,budget,proj52,dept6,1.0,False,proj73task1propa,read,False
827,827,9e1479db-c787-4fc4-9816-c7be4e94a736,proj32,proj32,manager,,proj51task2propa,,False,task,proj41,dept4,,False,proj72task1propa,write,False
828,828,043a9ce3-512b-4b89-99c3-5f3e4033d7c1,proj73,,manager,,proj62task1a,,False,schedule,proj52,dept5,1.0,True,proj32task1a,setStatus,False
829,829,40396a87-8d15-4757-bfb6-726e89ee7667,proj73,,manager,1.0,proj61task2a,,True,schedule,proj73,dept6,1.0,True,proj31task1a,write,False
830,830,5383b54e-ab1a-4236-912e-3ebc81838554,proj72,,manager,1.0,proj62task2a,,True,task,proj73,dept7,1.0,False,proj73task1propa,setSchedule,False
831,831,38da0613-b510-4ac8-88e0-165d3b1b878b,proj74,proj74,manager,,proj41task2propa,,False,budget,proj71,dept6,,False,proj71task2a,request,False
832,832,52637eac-dd75-4352-b3ac-e15eb3626450,proj52,,manager,1.0,proj62task1propa,,True,schedule,proj71,dept3,,True,proj52task2a,setCost,False
833,833,dd8d13ca-b000-42e1-a2a0-9a1d0a7850c5,proj62,proj62,manager,2.0,proj31task1propa,,False,schedule,proj32,dept4,2.0,False,proj42task2a,setCost,False
834,834,2090bee3-4d6a-41c5-84a0-26e671e8140a,proj73,proj73,manager,1.0,proj51task2propa,,False,schedule,proj42,dept7,1.0,True,proj41task1propa,setCost,False
835,835,ba2d0c8e-e832-475c-871e-34606c3f55ab,proj74,proj74,manager,2.0,proj42task1propa,dept3,True,budget,proj73,dept5,2.0,True,proj42task2a,setStatus,False
836,836,5c691b2d-5d0e-448c-a049-a831303c1b9e,proj42,proj42,manager,1.0,proj41task1propa,dept3,True,schedule,proj73,dept3,2.0,False,proj32task1a,approve,False
837,837,321764ec-af1c-461f-812f-1b88a785ae85,proj73,,manager,1.0,proj31task1a,,True,task,proj31,dept7,1.0,True,proj62task2a,approve,False
838,838,560ff37e-6d00-4995-9d46-b08c402b6c74,proj42,,manager,,proj62task2propa,,False,schedule,proj52,dept7,1.0,True,proj32task2propa,approve,False
839,839,ca81eed7-39f6-4b9e-81a3-5ba82a286c33,proj74,proj74,manager,2.0,proj52task2a,,False,task,proj62,dept5,1.0,True,proj52task1propa,read,False
840,840,dd9bb1d0-e9d4-4761-84c9-0194b0a1c43a,proj72,,manager,,proj73task1propa,dept4,True,task,proj62,dept6,,True,proj62task1propa,write,False
841,841,1c33e908-7a7f-4e2a-9a54-5e65b29b92cd,proj52,,manager,,proj52task2a,,False,schedule,proj62,dept4,,True,proj72task1a,write,False
842,842,a665192c-9790-4d42-b60c-298c916ca866,proj31,proj31,manager,,proj32task2propa,,True,budget,proj73,dept8,1.0,True,proj72task2a,approve,False
843,843,2115a784-a6be-4492-a09f-513bc767fefd,proj31,,manager,1.0,proj31task2a,,True,budget,proj51,dept5,,True,proj51task1a,write,False
844,844,157a24fa-3929-44b0-bb5c-d5770115e0d6,proj52,,manager,1.0,proj51task2propa,,True,schedule,proj71,dept4,1.0,False,proj61task1a,approve,False
845,845,da77a7a7-b1c8-403a-89bd-f911d12d9c59,proj52,proj52,manager,,proj32task2propa,,False,schedule,proj73,dept5,,False,proj31task1a,read,False
846,846,7ba43f16-cc9b-4f19-9bba-a708e7359f44,proj73,proj73,manager,,proj42task2propa,dept7,True,budget,proj71,dept3,,False,proj51task2propa,setStatus,False
847,847,4e953501-13cd-4fc4-a064-0eed2794daa9,proj71,,manager,,proj41task1a,,True,task,proj72,dept8,2.0,True,proj51task2propa,setCost,False
848,848,353afd62-a5bf-4a99-8184-11b7c037fb1c,proj73,proj73,manager,,proj61task2propa,,True,budget,proj72,dept4,1.0,False,proj61task1a,write,False
849,849,0dbe7d64-601e-48ba-a924-3c361d03564a,proj74,,manager,,proj72task1a,dept7,True,schedule,proj61,dept4,,False,proj61task1a,setStatus,False
850,850,7ca3e64e-45f3-46aa-abff-05641a35f9a9,proj73,,manager,,proj71task2a,,False,budget,proj61,dept7,1.0,False,proj41task2a,setCost,False
851,851,2c1d4c93-e990-411e-b007-4abf85817ea8,proj73,proj73,manager,2.0,proj61task1propa,,True,task,proj71,dept5,1.0,False,proj41task1propa,read,False
852,852,37fddcdd-726b-4017-bf6a-44f3473fb4a4,proj41,proj41,manager,1.0,proj72task2propa,dept4,False,task,proj52,dept7,2.0,True,proj73task1a,setSchedule,False
853,853,8b6448ee-98be-41c6-aacb-6ea97971dad6,proj74,,manager,2.0,proj71task2a,dept6,False,budget,proj73,dept6,,True,proj62task2propa,setCost,False
854,854,4a563f2d-c8f1-4e88-b6d3-a708e00e8ccd,proj42,,manager,2.0,proj72task2a,,False,task,proj41,dept8,1.0,False,proj41task2propa,setStatus,False
855,855,d83b97b3-7030-4931-bc56-abd7322a7d14,proj42,,manager,,proj42task2a,dept6,False,schedule,proj31,dept6,2.0,True,proj42task2propa,setCost,False
856,856,99ad7106-8fbc-4374-b2cb-3950a4c79320,proj32,proj32,manager,,proj71task1a,,False,budget,proj52,dept5,2.0,True,proj41task1a,setCost,False
857,857,14bff3b6-222e-4b1b-b5f9-dd1763182980,proj73,proj73,manager,,proj32task2a,,False,task,proj74,dept7,1.0,True,proj52task1a,read,False
858,858,90eea8be-a01e-4d27-bda2-e6d18a54a91e,proj62,proj62,manager,,proj41task2a,dept6,True,task,proj51,dept8,,False,proj41task2a,approve,False
859,859,ae527631-f337-4841-8838-a0c75c35230b,proj31,proj31,manager,,proj51task2a,dept4,True,schedule,proj74,dept8,,True,proj51task1a,write,False
860,860,7cd7f89e-788f-4e52-833d-994613d90e04,proj41,proj41,manager,,proj22task2propa,dept6,True,task,proj51,dept5,2.0,True,proj52task1a,setCost,False
861,861,58eb1317-9aad-4c86-9fbd-11f48d051b94,proj52,proj52,manager,,proj31task1propa,,True,budget,proj41,dept4,,False,proj52task1a,request,False
862,862,364f89c5-f698-4e4f-b108-87e24e9d0bb7,proj52,,manager,2.0,proj61task2propa,,False,budget,proj32,dept8,,False,proj42task1propa,approve,False
863,863,6cb606e0-180a-4bd4-8215-a6eb367c365e,proj61,,manager,2.0,proj22task2propa,,False,task,proj71,dept5,1.0,True,proj52task2a,write,False
864,864,f55cceaa-13c5-4f55-bc16-93577c320546,proj31,proj31,manager,,proj32task2propa,,False,schedule,proj71,dept3,2.0,False,proj52task2propa,setStatus,False
865,865,b1b1204d-4376-4de0-97ac-7140973ed454,proj52,proj52,manager,1.0,proj72task1propa,,True,task,proj41,dept4,,False,proj42task1a,setCost,False
866,866,56465e92-c45b-4994-8497-469098a9ba48,proj61,proj61,manager,,proj61task2propa,,False,task,proj51,dept4,2.0,True,proj73task2propa,setCost,False
867,867,fd59ec70-c0ac-4503-85dc-2d24f16af213,proj31,proj31,manager,2.0,proj62task2propa,dept8,False,budget,proj51,dept8,,False,proj71task1a,setSchedule,False
868,868,a2ae5010-c5dc-4d2e-9380-d3db9e3093ff,proj61,proj61,manager,2.0,proj61task2propa,,False,budget,proj61,dept8,2.0,True,proj72task2propa,setSchedule,False
869,869,2913d382-a87a-4944-9db7-700850bb7806,proj71,,manager,,proj72task1propa,,False,schedule,proj74,dept3,,False,proj31task1propa,request,False
870,870,7177559d-9bb2-46b3-adf7-a7c8b3975136,proj61,proj61,manager,,proj61task2a,,True,schedule,proj51,dept5,1.0,False,proj52task2propa,request,False
871,871,34e7a5a4-35a8-4067-b25b-5b45d6213727,proj74,proj74,manager,,proj52task1propa,,False,task,proj52,dept6,,False,proj62task2propa,request,False
872,872,17b4b290-1665-456a-aaf3-d4ae64a6fc44,proj74,,manager,2.0,proj61task1a,,False,task,proj62,dept3,,False,proj71task1propa,write,False
873,873,cd924e6a-4879-4ca4-b93f-158da4d693de,proj72,proj72,manager,1.0,proj42task2propa,dept5,True,budget,proj42,dept6,,True,proj32task1a,request,False
874,874,9a4acd6a-d171-47e2-a18e-6c2ed2e9fb9e,proj32,proj32,manager,2.0,proj31task2propa,dept3,True,budget,proj73,dept4,,False,proj72task1propa,approve,False
875,875,6d272fc2-a2ec-4367-b0c7-9ec8340801ca,proj72,,manager,,proj41task1a,,False,task,proj71,dept4,,True,proj62task1a,setSchedule,False
876,876,2865ea5e-e0f2-4c16-ace4-108f9e488cb9,proj32,,manager,,proj22task2propa,dept4,True,schedule,proj73,dept5,,False,proj32task1propa,read,False
877,877,2b5db885-12ba-4cf0-875b-c4b9ca088ef1,proj61,proj61,manager,,proj31task2a,,False,task,proj41,dept7,1.0,True,proj51task2a,setStatus,False
